rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
5379,11667548,K03926.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6343.00,177.00,-243.00,4.408,0.054,-0.216,0.0700,0.2500,-0.3000,1.1400,0.3760,-0.1250,1.2130,0.1680,-0.1680,,,
5380,8868649,K03927.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5472.00,164.00,-147.00,4.382,0.153,-0.187,-0.0400,0.3000,-0.3000,0.9810,0.2600,-0.1730,0.8460,0.1190,-0.0640,,,
5381,9715939,K03690.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6387.00,181.00,-227.00,4.178,0.214,-0.175,-0.2600,0.2500,-0.3000,1.4080,0.4020,-0.3290,1.0860,0.1770,-0.1450,,,
5382,6887030,K07795.01,,CANDIDATE,CANDIDATE,1.0000,5519.00,165.00,-149.00,4.590,0.043,-0.128,-0.3400,0.3000,-0.3000,0.7620,0.1540,-0.0660,0.8270,0.0900,-0.0820,,,
5383,4751083,K03691.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6306.00,177.00,-243.00,4.283,0.132,-0.198,-0.0400,0.2500,-0.3000,1.2810,0.4240,-0.2280,1.1480,0.1810,-0.1480,,,
5384,4751083,K03691.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,
5385,5903301,K03692.01,,FALSE POSITIVE,FALSE POSITIVE,0.8130,6200.00,197.00,-241.00,4.161,0.264,-0.176,-0.3200,0.3000,-0.3000,1.3820,0.3880,-0.3880,1.0090,0.1690,-0.1230,,,
5386,7695087,K03693.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4969.00,102.00,-190.00,2.899,0.553,-0.237,0.2100,0.1500,-0.3500,9.4330,3.2280,-5.9960,2.5720,0.3740,-1.4960,,,
5387,6200709,K03694.01,,FALSE POSITIVE,FALSE POSITIVE,0.0240,6063.00,192.00,-213.00,4.510,0.052,-0.208,-0.4200,0.3000,-0.3000,0.8900,0.2590,-0.1040,0.9340,0.1180,-0.1180,,,
5388,8323764,K03767.01,,CANDIDATE,CANDIDATE,0.0000,5159.00,179.00,-179.00,4.508,0.102,-0.085,-0.1600,0.3000,-0.3000,0.8000,0.0960,-0.0960,0.7520,0.1060,-0.0570,,,
5389,7013923,K07801.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4922.00,148.00,-148.00,4.505,0.084,-0.058,0.2000,0.2000,-0.3000,0.8230,0.0590,-0.0880,0.7900,0.0670,-0.0550,,,
5390,5360082,K03768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4594.00,137.00,-151.00,4.679,0.056,-0.028,-0.8400,0.3000,-0.3000,0.5670,0.0450,-0.0450,0.5600,0.0500,-0.0270,,,
5391,6543683,K03769.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6040.00,182.00,-182.00,4.271,0.220,-0.180,-0.4000,0.3000,-0.3000,1.1550,0.3310,-0.2710,0.9090,0.1300,-0.0950,,,
5392,5008245,K03770.01,,CANDIDATE,CANDIDATE,1.0000,6366.00,177.00,-243.00,4.352,0.073,-0.218,0.1600,0.2000,-0.3500,1.2360,0.4170,-0.1790,1.2570,0.1820,-0.1820,,,
5393,10555365,K03771.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,5687.00,186.00,-186.00,4.426,0.124,-0.186,-0.3200,0.3000,-0.3000,0.9210,0.2520,-0.1360,0.8260,0.1170,-0.0680,,,
5394,5481426,K03772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5780.00,,,4.438,,,0.0000,0.0000,0.0000,1.0000,,,1.0000,,,,,
5395,7983756,K03846.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6192.00,169.00,-206.00,4.503,0.052,-0.208,-0.4200,0.3000,-0.3000,0.9170,0.2760,-0.0920,0.9760,0.1230,-0.1230,,,
5396,7289165,K03847.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6338.00,155.00,-174.00,4.087,0.228,-0.123,-0.1800,0.2500,-0.3000,1.6020,0.3350,-0.4100,1.1420,0.1950,-0.1460,,,
5397,12784167,K03848.01,Kepler-1522 b,CONFIRMED,CANDIDATE,1.0000,5763.00,138.00,-155.00,4.557,0.042,-0.168,-0.2000,0.3000,-0.3000,0.8420,0.1990,-0.0800,0.9370,0.0900,-0.1100,,,
5398,8949316,K03849.01,,FALSE POSITIVE,FALSE POSITIVE,0.9550,3569.00,50.00,-57.00,4.820,0.042,-0.028,0.0000,0.1000,-0.1000,0.4270,0.0310,-0.0380,0.4390,0.0370,-0.0370,,,
5399,8912730,K03850.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6943.00,194.00,-305.00,4.162,0.128,-0.192,0.0400,0.2000,-0.3500,1.6600,0.5280,-0.3520,1.4590,0.2160,-0.2380,,,
5400,9784230,K03851.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5780.00,,,4.438,,,0.0000,0.0000,0.0000,1.0000,,,1.0000,,,,,
5401,11466960,K03917.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6737.00,165.00,-236.00,4.243,0.105,-0.195,-0.1000,0.2500,-0.3000,1.4250,0.4550,-0.2450,1.3030,0.1840,-0.2040,,,
